GeneSet	GenesInGS(K)	Desc	GenesinOL(k)	k/K	pValue	qValue
GO_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	233	Catalysis of the transfer of a solute from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy, not direct ATP coupling. Chemiosmotic sources of energy include uniport, symport or antiport.	7	0.0300	4.44E-7	3.75E-5
GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_BINDING	168	Interacting selectively and non-covalently with a sequence of DNA that is in the regulatory region for RNA polymerase II (RNAP II) in order to stop, prevent, or reduce the frequency, rate or extent of transcription from an RNA polymerase II promoter.	6	0.0357	1.12E-6	8.71E-5
GO_CHROMATIN_BINDING	435	Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase.	8	0.0184	2.59E-6	1.85E-4
GO_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	997	Enables the transfer of a substance from one side of a membrane to the other.	11	0.0110	4.62E-6	3.07E-4
GO_TRANSPORTER_ACTIVITY	1276	Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells.	12	0.0094	8.35E-6	5.17E-4
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	142	Enables the transfer of organic acids, any acidic compound containing carbon in covalent linkage, from one side of the membrane to the other.	5	0.0352	9.86E-6	5.72E-4
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	79	Enables the transfer of amino acids from one side of a membrane to the other. Amino acids are organic molecules that contain an amino group and a carboxyl group.	4	0.0506	1.93E-5	1.05E-3
GO_MACROMOLECULAR_COMPLEX_BINDING	1399	Interacting selectively and non-covalently with any macromolecular complex.	12	0.0086	2.08E-5	1.07E-3
GO_TRANSCRIPTION_FACTOR_ACTIVITY_PROTEIN_BINDING	588	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules), in order to modulate transcription. A protein binding transcription factor may or may not also interact with the template nucleic acid (either DNA or RNA) as well.	8	0.0136	2.29E-5	1.12E-3
GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING	86	Interacting selectively and non-covalently with an RNA polymerase II transcription factor, which may be a single protein or a complex, in order to stop, prevent, or reduce the frequency, rate or extent of transcription from an RNA polymerase II promoter. A protein binding transcription factor may or may not also interact with the template nucleic acid (either DNA or RNA) as well.	4	0.0465	2.7E-5	1.25E-3

